Table 1
Style Name,Style Number,Color Name,Color Code,Size,Alt Size,UPC,SKU,YOUR COST is Wholesale Price,Retail Price,Quantity Requested,Quantity Available,TOTAL,Available Date,Brand,Product Brand,Product Category,Product Segment,Product Sub Segment,Color
Ultra2 STC Mouthguard,7500,ROYAL,ROYAL,Adult-OSFA,,733313026633,7503A, US$	15.00 , US$	29.99 ,,376, US$	-   ,4/28/25,USB,Shock Doctor,Mouthguards,N/A,N/A,
Ultra2 STC Mouthguard,7500,RED,RED,Adult-OSFA,,733313026596,7520A, US$	15.00 , US$	29.99 ,,744, US$	-   ,4/28/25,USB,Shock Doctor,Mouthguards,N/A,N/A,
Ice Therapy Compression Elbow Wrap,751,BLACK,01,Adult-L/XL,,733313045764,751-01-30, US$	25.00 , US$	49.99 ,,121, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Ice Therapy Compression Elbow Wrap,751,BLACK,01,Adult-S/M,,733313045757,751-01-10, US$	25.00 , US$	49.99 ,,484, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Ice Recovery Compression Ankle Wrap,752,BLACK,01,Adult-L/XL,,733313036595,752-01-30, US$	27.50 , US$	54.99 ,,355, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Ice Recovery Compression Ankle Wrap,752,BLACK,01,Adult-S/M,,733313036557,752-01-10, US$	27.50 , US$	54.99 ,,336, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Ice Recovery Compression Knee Wrap,753,BLACK,01,Adult-L/XL,,733313036601,753-01-30, US$	30.00 , US$	59.99 ,,886, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Ice Recovery Compression Knee Wrap,753,BLACK,01,Adult-S/M,,733313036540,753-01-10, US$	30.00 , US$	59.99 ,,987, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Ice Recovery Shoulder Elbow Compression Wrap,755,BLACK,01,Adult-L/XL,,733313045245,755-01-30, US$	50.00 , US$	99.99 ,,720, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Ice Recovery Shoulder Elbow Compression Wrap,755,BLACK,01,Adult-S/M,,733313045238,755-01-10, US$	50.00 , US$	99.99 ,,356, US$	-   ,4/28/25,USB,Shock Doctor,Therapy,N/A,N/A,
Wrist 3-Strap Support,824,BLACK,01,Adult-S,Left,733313024738,824-01-32L, US$	16.50 , US$	32.99 ,,1262, US$	-   ,4/28/25,USB,Shock Doctor,Braces & Supports,N/A,N/A,
Wrist 3-Strap Support,824,BLACK,01,Adult-S,Right,733313024745,824-01-32R, US$	16.50 , US$	32.99 ,,551, US$	-   ,4/28/25,USB,Shock Doctor,Braces & Supports,N/A,N/A,
